age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485,3,184,3,failure,yes
41,admin.,divorced,secondary,no,783,yes,yes,cellular,14,may,135,3,363,2,failure,no
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,361,1,89,3,success,yes
35,technician,married,secondary,no,6,yes,no,cellular,11,may,204,2,348,2,failure,no
60,services,married,secondary,no,4428,no,no,cellular,9,nov,125,1,96,6,failure,no
30,technician,single,secondary,no,853,no,no,cellular,29,oct,279,1,148,1,failure,yes
32,management,single,tertiary,no,697,no,no,cellular,7,aug,119,1,99,3,failure,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,yes
30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure,yes
35,technician,married,tertiary,no,1526,yes,no,cellular,2,feb,236,2,217,4,failure,no
43,admin.,married,primary,no,392,yes,yes,cellular,4,feb,110,1,208,2,failure,no
33,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,72,2,370,1,failure,no
40,services,married,secondary,no,2843,yes,no,cellular,20,apr,223,1,305,1,success,no
40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,1,96,8,success,yes
35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure,yes
56,entrepreneur,married,secondary,no,5838,no,no,cellular,2,feb,116,2,230,2,failure,no
32,management,married,tertiary,no,1270,no,no,cellular,3,sep,420,1,15,3,success,no
33,self-employed,single,secondary,no,4,yes,no,cellular,19,nov,136,2,180,2,failure,no
39,blue-collar,single,primary,no,419,yes,no,cellular,17,nov,186,1,181,1,failure,no
35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,yes
51,management,married,tertiary,no,-516,yes,no,cellular,18,nov,120,2,187,2,failure,no
40,admin.,single,secondary,no,664,no,no,cellular,19,nov,188,2,121,2,success,no
39,admin.,single,secondary,no,782,yes,no,cellular,2,jun,162,2,28,15,failure,no
42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,92,4,success,yes
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,184,2,success,yes
31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,yes
31,unemployed,divorced,tertiary,no,256,yes,no,cellular,2,feb,264,1,201,2,success,no
32,services,married,secondary,no,386,no,no,cellular,12,aug,305,3,104,1,failure,no
43,admin.,single,secondary,no,426,yes,no,cellular,11,may,76,2,304,2,failure,no
27,admin.,single,tertiary,no,689,no,no,cellular,26,jan,98,1,307,1,failure,no
27,admin.,single,secondary,no,255,no,no,cellular,12,feb,123,1,182,4,success,no
40,services,single,secondary,no,326,yes,no,cellular,6,may,242,2,169,2,failure,no
31,blue-collar,single,secondary,no,397,yes,no,telephone,13,may,134,1,350,7,failure,no
34,technician,single,tertiary,no,992,yes,no,cellular,4,may,301,1,88,2,success,no
32,services,married,secondary,no,356,yes,no,cellular,29,jan,56,2,223,5,failure,no
36,management,divorced,tertiary,no,36,yes,no,cellular,29,jan,227,1,261,6,failure,no
33,blue-collar,single,tertiary,no,457,yes,no,cellular,30,jan,159,1,191,4,failure,no
43,housemaid,married,primary,no,0,no,yes,cellular,17,nov,836,1,129,2,failure,no
68,retired,married,secondary,no,1146,no,no,cellular,3,mar,153,2,110,3,success,yes
48,admin.,married,secondary,no,368,yes,no,telephone,7,may,430,2,367,2,failure,no
26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes
40,blue-collar,married,secondary,no,280,yes,no,cellular,8,may,435,2,340,3,failure,no
31,admin.,married,secondary,no,873,yes,no,cellular,3,jul,147,2,233,4,failure,no
45,management,married,tertiary,no,-61,no,no,cellular,30,jan,90,5,172,1,failure,no
32,technician,divorced,tertiary,no,75,no,no,cellular,5,may,104,3,256,9,failure,no
44,blue-collar,married,primary,no,0,yes,no,telephone,5,may,408,2,350,1,failure,no
40,services,married,secondary,no,-378,yes,yes,cellular,13,may,541,1,295,6,failure,no
54,self-employed,married,secondary,no,641,yes,no,cellular,17,apr,472,1,148,2,failure,no
59,self-employed,married,primary,no,671,yes,no,cellular,15,may,57,2,332,3,failure,no
51,technician,single,tertiary,no,11222,yes,no,cellular,21,nov,126,2,171,7,failure,no
48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,191,3,success,yes
34,management,married,tertiary,no,557,yes,no,cellular,29,jan,354,1,197,1,failure,no
31,blue-collar,single,secondary,no,5607,no,no,cellular,20,nov,183,2,184,1,failure,no
42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure,yes
32,management,single,tertiary,no,7444,yes,yes,cellular,13,may,22,1,370,1,failure,no
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,183,2,success,yes
40,services,divorced,secondary,no,5766,yes,yes,cellular,17,nov,68,2,173,1,failure,no
33,services,married,secondary,no,204,yes,yes,cellular,12,may,142,2,357,3,failure,no
43,blue-collar,divorced,secondary,no,898,yes,no,cellular,11,may,405,1,174,3,failure,no
37,services,married,secondary,no,42,yes,no,cellular,12,may,107,3,369,4,failure,no
44,unemployed,married,secondary,no,728,yes,no,cellular,7,apr,185,1,328,11,failure,no
36,management,single,tertiary,no,62,yes,no,cellular,3,nov,566,1,182,7,failure,yes
33,management,single,tertiary,no,1373,yes,no,cellular,5,may,17,5,349,2,failure,no
34,technician,single,secondary,no,268,yes,no,cellular,8,may,248,1,343,9,failure,no
29,services,married,primary,no,549,yes,no,cellular,5,feb,205,1,245,2,failure,no
39,services,single,primary,no,471,yes,no,cellular,18,may,61,4,362,1,failure,no
24,blue-collar,single,secondary,no,27,yes,no,cellular,6,may,404,1,338,2,failure,no
58,management,married,tertiary,no,256,no,no,cellular,14,jun,508,1,186,4,success,no
32,admin.,single,secondary,no,-133,yes,no,cellular,14,may,119,1,352,2,failure,no
50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,jan,197,2,244,3,failure,no
56,retired,married,secondary,no,393,no,yes,cellular,17,dec,103,1,206,1,failure,no
40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure,no
32,management,married,tertiary,no,2213,no,no,cellular,29,jan,125,2,154,7,failure,no
28,blue-collar,single,tertiary,no,1372,no,no,cellular,15,may,48,4,298,1,failure,no
43,services,divorced,secondary,no,1043,yes,no,cellular,17,nov,57,4,119,3,failure,no
35,blue-collar,single,secondary,no,855,yes,no,cellular,12,may,549,1,300,1,success,yes
55,technician,single,secondary,no,1199,no,yes,telephone,11,aug,91,1,99,10,failure,no
63,management,married,tertiary,no,5112,no,no,telephone,13,nov,2184,2,95,3,failure,yes
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,yes
42,services,married,secondary,no,1027,yes,no,telephone,17,nov,188,2,168,2,failure,no
28,technician,single,secondary,no,584,yes,no,cellular,13,may,354,1,370,2,failure,no
49,technician,married,secondary,no,905,no,no,cellular,12,aug,90,1,68,1,success,no
45,management,married,secondary,no,2897,no,no,cellular,15,oct,531,4,105,7,failure,no
31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
57,services,divorced,secondary,no,4664,no,no,cellular,21,nov,22,4,114,1,failure,no
30,student,single,secondary,no,48,no,no,cellular,25,feb,217,1,191,2,success,yes
58,unemployed,married,secondary,no,687,yes,no,cellular,7,aug,221,1,99,2,success,yes
46,management,married,secondary,no,21,yes,no,cellular,7,may,124,1,338,2,failure,no
66,retired,married,secondary,no,3409,no,no,cellular,12,may,801,1,86,2,failure,no
56,retired,married,secondary,no,2749,yes,yes,cellular,17,nov,38,1,172,2,failure,no
35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,669,1,312,3,failure,yes
51,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,829,1,296,11,failure,yes
30,technician,single,secondary,no,1532,no,no,cellular,23,sep,447,1,489,6,failure,no
38,services,married,secondary,no,780,yes,no,cellular,13,may,262,1,343,5,failure,no
33,management,married,secondary,no,369,no,no,cellular,25,may,115,2,103,1,success,no
39,technician,married,secondary,no,4741,yes,no,cellular,13,may,166,1,338,10,failure,no
37,technician,single,tertiary,no,197,no,no,cellular,13,may,234,1,87,3,success,yes
27,self-employed,divorced,secondary,no,165,yes,no,cellular,6,feb,1160,2,192,4,failure,no
49,technician,married,secondary,no,3466,yes,no,cellular,25,aug,161,3,410,2,success,no
42,services,single,tertiary,no,94,yes,no,cellular,10,feb,151,1,183,6,success,no
45,entrepreneur,married,secondary,no,242,no,yes,cellular,4,feb,510,1,198,4,failure,no
35,blue-collar,married,primary,no,455,yes,no,cellular,13,may,573,7,327,3,failure,no
29,admin.,single,secondary,no,464,no,no,cellular,9,nov,208,2,91,3,success,yes
39,technician,divorced,secondary,no,688,yes,yes,cellular,1,apr,233,2,133,1,failure,no
33,blue-collar,married,secondary,no,35,yes,no,telephone,20,apr,87,1,322,1,failure,no
31,services,married,secondary,no,395,no,no,telephone,19,nov,196,3,117,3,failure,no
33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
46,services,married,secondary,no,692,yes,no,cellular,9,feb,388,3,257,2,failure,no
43,unemployed,married,secondary,no,775,no,no,cellular,14,aug,98,1,106,1,failure,no
35,management,married,tertiary,no,62,no,no,cellular,8,feb,469,2,185,2,failure,yes
33,services,single,secondary,no,187,yes,no,cellular,20,apr,168,3,326,1,failure,no
67,retired,married,secondary,no,203,no,no,cellular,11,oct,405,1,266,2,success,yes
40,housemaid,married,secondary,no,4136,yes,no,cellular,11,may,508,3,173,5,failure,no
50,management,married,tertiary,no,346,no,no,cellular,4,may,76,2,87,1,success,no
56,retired,married,primary,no,1947,no,no,cellular,3,jun,124,1,34,2,failure,no
30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,75,4,258,1,failure,no
41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209,1,191,4,failure,no
30,blue-collar,married,secondary,no,658,yes,no,cellular,17,apr,99,3,267,1,failure,no
30,blue-collar,single,secondary,no,228,no,no,cellular,5,feb,232,1,365,1,failure,no
43,self-employed,married,secondary,no,5704,yes,no,cellular,20,nov,154,3,106,2,failure,no
27,student,single,tertiary,no,13107,yes,no,cellular,6,apr,661,1,314,2,failure,yes
45,management,married,tertiary,no,226,yes,no,cellular,15,feb,91,4,185,6,success,yes
35,management,married,tertiary,no,2801,yes,no,cellular,19,nov,70,2,111,2,failure,no
47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,yes
37,technician,married,secondary,no,24,yes,no,cellular,13,aug,136,1,105,2,failure,no
32,self-employed,married,tertiary,no,322,yes,no,cellular,4,feb,192,2,272,1,failure,no
46,management,married,tertiary,no,2671,no,no,cellular,13,nov,180,3,91,4,success,no
37,admin.,married,secondary,no,2061,yes,yes,cellular,7,oct,867,2,107,4,success,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,513,3,176,2,failure,no
31,management,single,tertiary,no,358,yes,no,cellular,30,jan,68,3,256,51,failure,no
32,services,married,secondary,no,1670,no,no,cellular,13,may,223,1,299,2,failure,no
34,technician,single,tertiary,no,1393,yes,no,cellular,15,apr,540,3,271,3,success,no
32,entrepreneur,married,tertiary,no,0,yes,no,cellular,7,may,388,2,349,2,failure,no
33,blue-collar,married,secondary,no,328,yes,no,cellular,18,nov,160,2,182,1,failure,no
55,housemaid,married,secondary,no,167,yes,no,cellular,12,may,178,3,357,7,failure,no
60,technician,married,tertiary,no,6573,yes,no,cellular,6,nov,126,2,87,2,failure,no
40,technician,married,secondary,no,694,yes,no,cellular,3,jun,431,2,119,9,failure,yes
61,housemaid,married,primary,no,211,no,no,cellular,31,aug,443,2,186,3,failure,yes
41,entrepreneur,married,secondary,no,0,yes,yes,cellular,21,nov,12,5,190,1,failure,no
33,management,married,tertiary,no,1778,no,no,cellular,26,may,134,1,103,1,success,no
36,blue-collar,married,secondary,no,1088,yes,no,cellular,13,may,77,2,345,2,failure,no
38,self-employed,married,secondary,no,215,yes,no,cellular,14,may,115,2,175,2,failure,no
70,retired,married,secondary,no,616,no,no,cellular,27,apr,149,2,182,1,failure,no
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
37,admin.,single,tertiary,no,2317,yes,no,cellular,20,apr,114,1,152,2,failure,no
29,student,single,secondary,no,314,no,no,cellular,13,aug,485,3,105,1,success,no
34,entrepreneur,single,secondary,no,318,yes,no,cellular,20,apr,40,1,150,2,failure,no
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
37,management,married,primary,no,1506,no,no,cellular,2,nov,101,3,80,3,success,no
34,blue-collar,single,secondary,no,47,yes,no,cellular,14,apr,232,1,147,2,failure,no
39,technician,married,tertiary,no,1161,yes,no,cellular,9,apr,236,1,336,1,failure,no
60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes
26,admin.,single,secondary,no,125,no,no,cellular,6,oct,63,1,63,7,failure,no
37,admin.,married,secondary,no,1314,yes,no,cellular,21,aug,200,1,91,10,failure,no
51,entrepreneur,married,tertiary,no,209,no,no,cellular,17,nov,130,1,111,2,failure,no
32,admin.,single,secondary,no,457,no,no,cellular,26,jul,109,3,455,2,failure,no
43,blue-collar,married,secondary,no,30,no,no,cellular,14,may,60,5,371,2,failure,no
47,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143,1,370,2,failure,no
44,services,divorced,secondary,no,0,yes,no,cellular,11,may,151,2,370,2,failure,no
44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,7,80,15,failure,no
36,technician,married,tertiary,no,202,no,no,cellular,1,jun,206,1,192,1,failure,no
45,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,173,1,141,2,success,yes
32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,yes
34,management,divorced,tertiary,no,0,no,no,cellular,5,feb,108,4,175,3,failure,no
42,blue-collar,married,primary,no,402,no,no,cellular,13,may,31,7,330,17,failure,no
40,technician,married,secondary,no,7313,yes,no,cellular,18,nov,241,2,182,1,failure,no
35,blue-collar,married,secondary,no,528,yes,no,cellular,17,apr,61,1,331,1,failure,no
58,management,married,tertiary,no,1602,no,no,cellular,21,nov,1032,10,115,3,failure,no
31,admin.,married,secondary,no,728,yes,yes,cellular,15,may,152,1,352,4,failure,no
38,entrepreneur,married,tertiary,no,227,yes,no,cellular,4,feb,89,1,209,1,failure,no
66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,yes
36,technician,single,tertiary,no,470,yes,no,cellular,16,apr,123,3,265,13,success,no
37,management,married,tertiary,no,9269,yes,yes,cellular,17,apr,71,1,149,2,failure,no
37,services,married,secondary,no,1328,yes,no,telephone,13,may,121,2,341,4,failure,no
36,entrepreneur,married,secondary,no,24,yes,no,cellular,20,apr,88,1,154,2,failure,no
34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,185,2,180,1,failure,no
30,blue-collar,married,secondary,no,246,yes,no,cellular,17,apr,191,1,150,7,failure,no
27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,285,2,97,7,success,yes
37,blue-collar,married,secondary,no,2066,yes,yes,cellular,21,nov,10,7,113,5,failure,no
28,technician,single,tertiary,no,172,yes,yes,cellular,3,apr,100,14,60,2,failure,no
49,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure,yes
37,services,married,primary,yes,-483,yes,yes,cellular,6,may,222,2,168,3,failure,no
35,blue-collar,married,secondary,no,5304,yes,no,cellular,20,nov,340,1,183,2,failure,no
56,management,married,tertiary,no,73,yes,no,cellular,8,may,122,1,368,2,failure,no
52,management,married,tertiary,no,1392,no,no,cellular,28,jan,1121,2,205,3,failure,no
25,student,single,secondary,no,41,yes,no,telephone,5,aug,100,2,93,2,failure,no
41,blue-collar,married,secondary,no,306,yes,no,telephone,11,may,86,1,369,2,failure,no
32,admin.,divorced,secondary,no,2294,yes,no,cellular,5,feb,342,2,260,2,failure,no
54,retired,married,primary,no,136,yes,no,cellular,3,apr,352,1,332,2,failure,no
32,blue-collar,single,secondary,no,1139,yes,no,cellular,29,jan,57,1,191,1,failure,no
41,blue-collar,married,secondary,no,140,yes,no,cellular,3,jun,96,1,125,2,failure,no
29,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,16,9,253,1,failure,no
54,technician,married,secondary,no,719,yes,no,cellular,2,feb,242,1,264,1,failure,no
46,housemaid,married,secondary,no,38,no,no,cellular,27,may,181,3,183,1,success,yes
40,blue-collar,married,primary,no,481,yes,no,cellular,20,apr,228,3,347,1,failure,no
48,services,married,primary,no,222,yes,no,cellular,11,may,127,2,369,1,failure,no
31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,680,1,177,1,success,yes
42,management,married,secondary,no,406,yes,no,cellular,8,jul,194,1,391,2,success,no
61,self-employed,married,tertiary,no,10861,no,no,cellular,25,oct,225,1,91,5,success,yes
38,admin.,single,secondary,no,569,yes,yes,cellular,2,feb,164,2,272,2,failure,no
37,management,divorced,secondary,no,1448,yes,no,cellular,20,apr,196,2,283,2,failure,no
27,admin.,single,secondary,no,125,no,no,cellular,21,jul,104,1,288,8,failure,no
42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,3,failure,yes
64,retired,married,primary,no,48,no,no,cellular,9,sep,167,3,92,1,success,yes
58,technician,married,tertiary,no,883,no,no,cellular,18,aug,543,1,78,2,failure,no
42,blue-collar,married,secondary,no,2913,no,no,cellular,4,dec,127,2,184,2,success,no
54,blue-collar,married,secondary,no,506,yes,no,cellular,18,nov,172,2,104,2,failure,no
33,services,single,secondary,no,1940,yes,no,cellular,17,apr,239,3,329,2,failure,no
37,blue-collar,married,primary,no,2079,yes,yes,cellular,14,may,299,1,360,2,failure,no
32,admin.,single,secondary,no,626,yes,no,cellular,7,may,324,2,351,1,failure,no
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
59,management,married,primary,no,2769,yes,no,cellular,19,nov,104,1,131,2,failure,no
56,management,married,secondary,no,1928,no,no,cellular,16,mar,61,6,115,4,failure,no
39,admin.,married,secondary,no,260,yes,no,cellular,17,apr,146,1,281,1,failure,no
57,housemaid,married,primary,no,501,yes,yes,cellular,11,feb,105,7,188,2,failure,no
